Sex,Age,Occupation,Education,Elderly,Disabled,Chronic_Patient,Self_Reliance,Province_ID,Amphur_ID,District_Type,Main,Accommodation_Own,Accommodation_Rent,Accommodation_Public,Accommodation_Other,Accommodation_Other_Name,Accommodation_Doc_Type,Occupation_Own,Occupation_Rent,Occupation_Public,Occupation_Other,Occupation_Other_Name,Occupation_Doc_Type,Happiness,Owner_Income,Label
ช,43,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,49,4901,5,210000,0,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),30,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),10,70000,1
ช,58,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,81,8106,6,280000,1,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,70000,1
ญ,54,ค้าขาย,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,60,6005,5,70000,0,0,0,0,0,0,0,0,0,0,0,0,9,70000,1
ช,70,ค้าขาย,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,54,5401,5,140000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,7,70000,1
ญ,65,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,30,3013,6,70000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,70000,1
ช,63,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,60,6008,6,140000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,9,70000,1
ญ,46,รับจ้างทั่วไป,ไม่เคยศึกษา,0,0,0,0,63,6305,6,70000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",5,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),10,70000,1
ญ,37,เกษตร-ทำไร่,ไม่เคยศึกษา,0,0,0,0,58,5801,6,140000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,70000,1
ช,48,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,34,3407,6,70000,1,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",20,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",10,70000,1
ญ,48,ค้าขาย,ม.ปลาย (มศ.4-5 หรือ ม.4-6 หรือ ปวช.),0,0,0,0,53,5301,5,70000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,70000,1
ญ,44,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,64,6402,5,70000,0,0,0,0,0,แบบยื่นภาษีบำรุงท้องที่ (ภ.บ.ท.5),5,0,0,0,0,แบบยื่นภาษีบำรุงท้องที่ (ภ.บ.ท.5),7,70000,1
ช,34,ค้าขาย,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,67,6709,6,140000,0,0,0,0,0,"หนังสือสิทธิทำกินในเขตป่าไม้ (สทก.1 ก, สทก.2 ก หรือ สทก.1 ข)",0,0,0,0,0,0,7,70000,1
ช,46,เกษตร-ทำไร่,ม.ต้น (มศ.1-3 หรือ ม.1-3),0,0,0,0,67,6709,6,350000,0,0,0,0,0,"หนังสือสิทธิทำกินในเขตป่าไม้ (สทก.1 ก, สทก.2 ก หรือ สทก.1 ข)",0,40,0,0,0,แบบยื่นภาษีบำรุงท้องที่ (ภ.บ.ท.5),8,70000,1
ญ,75,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,30,3013,6,140000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",5,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",8,70000,1
ญ,74,ไม่มีอาชีพ,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,80,8008,6,140000,1,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",4,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",8,70000,1
ช,37,เกษตร-ทำสวน,ม.ต้น (มศ.1-3 หรือ ม.1-3),0,0,0,0,91,9105,6,70000,0,0,0,0,0,แบบยื่นภาษีบำรุงท้องที่ (ภ.บ.ท.5),0,0,0,0,0,0,8,70000,1
ญ,65,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,61,6101,6,280000,1,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,10,70000,1
ช,46,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,47,4702,5,70000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",15,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",7,70000,1
ช,42,เกษตร-ทำนา,ม.ปลาย (มศ.4-5 หรือ ม.4-6 หรือ ปวช.),0,0,0,0,32,3205,6,70000,2,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,10,0,0,0,0,8,70000,1
ช,58,เกษตร-ทำสวน,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,91,9105,6,140000,1,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",3,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",10,70000,1
ญ,60,เกษตร-ทำไร่,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,71,7102,6,70000,10,0,0,0,0,แบบยื่นภาษีบำรุงท้องที่ (ภ.บ.ท.5),0,0,0,0,0,0,8,70000,1
ญ,72,เกษตร-ทำนา,"ต่ำกว่าชั้นประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,34,3407,6,70000,1,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),7,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),9,70000,1
ญ,72,เกษตร-ทำนา,"ต่ำกว่าชั้นประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,34,3407,6,70000,1,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),7,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),9,70000,1
ช,56,เกษตร-ทำไร่,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,71,7102,6,140000,25,0,0,0,0,แบบยื่นภาษีบำรุงท้องที่ (ภ.บ.ท.5),0,0,0,0,0,0,7,70000,1
ช,57,เกษตร-ทำสวน,ม.ต้น (มศ.1-3 หรือ ม.1-3),0,0,0,0,93,9305,5,140000,5,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),5,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),7,70000,1
ญ,43,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,94,9407,6,70000,0,0,0,0,0,แบบยื่นภาษีบำรุงท้องที่ (ภ.บ.ท.5),0,0,0,0,0,0,8,70000,1
ญ,28,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,67,6702,6,70000,0,0,0,0,0,แบบยื่นภาษีบำรุงท้องที่ (ภ.บ.ท.5),0,0,0,0,0,0,9,70000,1
ญ,51,เกษตร-ทำนา,ไม่เคยศึกษา,0,0,0,0,57,5715,6,70000,0,0,0,0,0,"หนังสือสิทธิทำกินในเขตป่าไม้ (สทก.1 ก, สทก.2 ก หรือ สทก.1 ข)",0,0,0,0,0,0,9,70000,1
ช,72,เกษตร-ทำนา,ไม่เคยศึกษา,0,0,0,0,57,5715,6,210000,0,0,0,0,0,"หนังสือสิทธิทำกินในเขตป่าไม้ (สทก.1 ก, สทก.2 ก หรือ สทก.1 ข)",0,0,0,0,0,0,8,70000,1
ญ,80,ไม่มีอาชีพ,ไม่เคยศึกษา,0,0,0,0,66,6607,5,140000,10,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",25,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",7,70000,1
ช,53,เกษตร-ทำนา,"ต่ำกว่าชั้นประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,30,3004,6,210000,0,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),26,25,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),7,70000,1
ช,63,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,60,6001,6,140000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,9,70000,1
ญ,50,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,40,4004,6,70000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,70000,1
ญ,54,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,23,2304,6,70000,0,0,0,0,0,แบบยื่นภาษีบำรุงท้องที่ (ภ.บ.ท.5),0,0,0,0,0,0,9,70000,1
ญ,51,ไม่มีอาชีพ,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,77,7706,6,350000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,70000,1
ช,25,ค้าขาย,ม.ต้น (มศ.1-3 หรือ ม.1-3),0,0,0,0,36,3610,6,70000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,9,70000,1
ช,45,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,45,4507,6,70000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",10,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",7,70000,1
ญ,52,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,72,7209,6,140000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,70000,1
ช,62,เกษตร-ทำสวน,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,42,4201,6,350000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",15,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",7,70000,1
ช,55,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,50,5013,6,70000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",1,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",7,70000,1
ญ,57,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,72,7205,6,350000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,9,70000,1
ญ,48,รับจ้างทั่วไป,ม.ต้น (มศ.1-3 หรือ ม.1-3),0,0,0,0,58,5804,6,70000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,7,70000,1
ญ,43,เกษตร-ทำสวน,ม.ต้น (มศ.1-3 หรือ ม.1-3),0,0,0,0,93,9308,6,280000,2,0,0,0,0,"หนังสือรับรองการทำประโยชน์ (น.ส.3, น.ส.3 ก หรือ น.ส.3 ข)",15,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",8,70000,1
ญ,32,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,91,9105,6,140000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,7,70000,1
ญ,65,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,51,5104,5,70000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,9,70000,1
ญ,48,รับจ้างทั่วไป,ม.ต้น (มศ.1-3 หรือ ม.1-3),0,0,0,0,34,3415,6,70000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,70000,1
ญ,43,รับจ้างทั่วไป,ม.ปลาย (มศ.4-5 หรือ ม.4-6 หรือ ปวช.),0,0,0,0,84,8412,6,70000,0,0,0,1,ที่ของบิดา,0,0,0,0,10,รับจ้างทั่วไป,0,8,70000,1
ช,47,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,50,5013,5,140000,0,0,0,0,0,0,0,0,0,0,0,0,9,70000,1
ญ,48,เกษตร-ทำสวน,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,96,9607,6,70000,0,0,0,0,0,แบบยื่นภาษีบำรุงท้องที่ (ภ.บ.ท.5),0,0,0,0,0,0,8,70000,1
ช,82,ไม่มีอาชีพ,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,67,6704,6,350000,1,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",10,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",8,70000,1
ญ,59,รับจ้างทั่วไป,ม.ต้น (มศ.1-3 หรือ ม.1-3),0,0,0,0,60,6001,6,140000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,9,70000,1
ช,72,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,15,1501,4,70000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,7,70000,1
ช,75,ค้าขาย,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,90,9015,4,210000,1,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,70000,1
ญ,72,ไม่มีอาชีพ,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,67,6701,5,350000,1,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,70000,1
ช,42,เกษตร-ทำไร่,ม.ต้น (มศ.1-3 หรือ ม.1-3),0,0,0,0,67,6711,6,210000,0,0,0,0,0,แบบยื่นภาษีบำรุงท้องที่ (ภ.บ.ท.5),0,0,0,0,0,0,8,70000,1
ช,50,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,50,5013,5,140000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,9,70000,1
ญ,69,รับจ้างทั่วไป,"ต่ำกว่าชั้นประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,50,5013,5,70000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,7,70000,1
ช,45,รับจ้างทั่วไป,ม.ปลาย (มศ.4-5 หรือ ม.4-6 หรือ ปวช.),0,0,0,0,27,2706,6,70000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,70000,1
ช,47,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,38,3807,6,140000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",2,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),8,70000,1
ช,61,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,41,4110,5,70000,0,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),13,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),9,70000,1
ช,52,พนักงาน-รับราชการ,ป.ตรี หรือเทียบเท่า,0,0,0,0,31,3101,4,70000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,7,70000,1
ช,39,รับจ้างทั่วไป,ม.ปลาย (มศ.4-5 หรือ ม.4-6 หรือ ปวช.),0,0,0,0,95,9506,5,70000,0,0,0,0,0,"หนังสือรับรองการทำประโยชน์ (น.ส.3, น.ส.3 ก หรือ น.ส.3 ข)",0,2,0,0,0,0,8,70000,1
ญ,56,ค้าขาย,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,77,7706,5,70000,1,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,70000,1
ช,44,อาชีพอื่นๆ,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,27,2705,6,70000,0,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),30,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),9,70000,1
ญ,48,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,27,2705,5,70000,10,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,7,70000,1
ช,54,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,27,2705,5,70000,14,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,7,70000,1
ญ,68,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,13,1306,6,210000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,9,70000,1
ญ,42,รับจ้างทั่วไป,ม.ปลาย (มศ.4-5 หรือ ม.4-6 หรือ ปวช.),0,0,0,0,27,2705,6,279200,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",30,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",9,69800,1
ญ,60,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,53,5301,4,69600,0,0,0,0,0,0,0,0,0,0,0,0,9,69600,1
ญ,49,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,65,6501,6,278000,0,0,0,0,0,0,0,0,0,0,0,0,8,69500,1
ญ,72,ไม่มีอาชีพ,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,81,8108,6,208000,1,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",4,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",7,69333.3333333333,1
ช,50,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,90,9002,6,138000,0,0,0,0,0,"หนังสือรับรองการทำประโยชน์ (น.ส.3, น.ส.3 ก หรือ น.ส.3 ข)",0,0,0,0,0,0,9,69000,1
ญ,57,รับจ้างทั่วไป,ม.ปลาย (มศ.4-5 หรือ ม.4-6 หรือ ปวช.),0,0,0,0,50,5013,6,138000,1,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",3,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",7,69000,1
ญ,61,ไม่มีอาชีพ,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,50,5009,6,69000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,7,69000,1
ญ,50,เกษตร-ทำสวน,ม.ต้น (มศ.1-3 หรือ ม.1-3),0,0,0,0,51,5108,5,69000,1,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,69000,1
ช,63,เกษตร-ทำสวน,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,90,9010,5,69000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,69000,1
ญ,67,อาชีพอื่นๆ,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,74,7401,3,276000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,9,69000,1
ช,58,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,67,6703,5,344000,0,0,0,1,ครัวเรือน,0,0,0,0,5,ครัวเรือน,0,5,68800,1
ช,56,เกษตร-ทำนา,ม.ปลาย (มศ.4-5 หรือ ม.4-6 หรือ ปวช.),0,0,0,0,61,6101,6,137000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",11,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",8,68500,1
ช,67,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,44,4404,5,342000,1,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",23,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",8,68400,1
ญ,45,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,32,3205,6,68400,0,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),1,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",7,68400,1
